Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setEncryptedText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-21 23:10:02,2021-12-21 23:10:03,"0,511s",PASSED
"click(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Chrome 96.0.4664.110,,,2021-12-21 23:10:03,2021-12-21 23:10:03,"0,455s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_profile""))",Chrome 96.0.4664.110,,,2021-12-21 23:10:03,2021-12-21 23:10:04,"0,996s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_oldPass""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-21 23:10:04,2021-12-21 23:10:05,"0,710s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPass""), ""qeJ0sjJnwEs="")",Chrome 96.0.4664.110,,,2021-12-21 23:10:05,2021-12-21 23:10:06,"0,666s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPassRepeat""), ""qeJ0sjJnwEs="")",Chrome 96.0.4664.110,,,2021-12-21 23:10:06,2021-12-21 23:10:06,"0,562s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_changePassword""))",Chrome 96.0.4664.110,,,2021-12-21 23:10:06,2021-12-21 23:10:07,"0,518s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_close""))",Chrome 96.0.4664.110,,,2021-12-21 23:10:07,2021-12-21 23:10:07,"0,753s",FAILED
,,,,,,,
Test Cases/komunikator testy logowanie/L9,Chrome 96.0.4664.110,,,2021-12-21 23:10:07,2021-12-21 23:10:26,"18,867s",FAILED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-21 23:10:08,2021-12-21 23:10:11,"2,784s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Chrome 96.0.4664.110,,,2021-12-21 23:10:11,2021-12-21 23:10:13,"2,263s",PASSED
"for ([row = 1, row <= 5, (row++)])",Chrome 96.0.4664.110,,,2021-12-21 23:10:13,2021-12-21 23:10:25,"11,424s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""Ewelina1"")",Chrome 96.0.4664.110,,,2021-12-21 23:10:25,2021-12-21 23:10:25,"0,515s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-21 23:10:25,2021-12-21 23:10:26,"0,486s",PASSED
"click(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Chrome 96.0.4664.110,,,2021-12-21 23:10:26,2021-12-21 23:10:26,"0,432s",PASSED
waitForPageLoad(2),Chrome 96.0.4664.110,,,2021-12-21 23:10:26,2021-12-21 23:10:26,"0,027s",PASSED
tytul = getWindowTitle(),Chrome 96.0.4664.110,,,2021-12-21 23:10:26,2021-12-21 23:10:26,"0,010s",PASSED
"verifyMatch(tytul, "".*Zalogowano"", true)",Chrome 96.0.4664.110,,,2021-12-21 23:10:26,2021-12-21 23:10:26,"0,004s",FAILED
