Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinaholderna"")",Chrome 96.0.4664.110,,,2021-12-22 00:24:57,2021-12-22 00:24:58,"0,777s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:24:58,2021-12-22 00:24:58,"0,467s",PASSED
"click(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Chrome 96.0.4664.110,,,2021-12-22 00:24:58,2021-12-22 00:24:59,"0,418s",PASSED
"podswietlona_historia_rozmow = getCSSValue(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_chat""), ""opacity"")",Chrome 96.0.4664.110,,,2021-12-22 00:24:59,2021-12-22 00:25:00,"0,886s",PASSED
"verifyMatch(podswietlona_historia_rozmow, ""1"", true)",Chrome 96.0.4664.110,,,2021-12-22 00:25:00,2021-12-22 00:25:00,"0,004s",PASSED
closeBrowser(),Chrome 96.0.4664.110,,,2021-12-22 00:25:00,2021-12-22 00:25:01,"0,993s",PASSED
,,,,,,,
Test Cases/komunikator testy logowanie/L8,Chrome 96.0.4664.110,,,2021-12-22 00:25:01,2021-12-22 00:25:19,"18,752s",PASSED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-22 00:25:01,2021-12-22 00:25:03,"1,807s",PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-22 00:25:03,2021-12-22 00:25:03,"0,260s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Chrome 96.0.4664.110,,,2021-12-22 00:25:03,2021-12-22 00:25:05,"1,488s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinaholderna"")",Chrome 96.0.4664.110,,,2021-12-22 00:25:05,2021-12-22 00:25:06,"0,778s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:25:06,2021-12-22 00:25:06,"0,449s",PASSED
"click(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Chrome 96.0.4664.110,,,2021-12-22 00:25:06,2021-12-22 00:25:06,"0,385s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_profile""))",Chrome 96.0.4664.110,,,2021-12-22 00:25:06,2021-12-22 00:25:07,"1,038s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_oldPass""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:25:07,2021-12-22 00:25:08,"0,741s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPass""), ""qeJ0sjJnwEs="")",Chrome 96.0.4664.110,,,2021-12-22 00:25:08,2021-12-22 00:25:09,"0,739s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPassRepeat""), ""qeJ0sjJnwEs="")",Chrome 96.0.4664.110,,,2021-12-22 00:25:09,2021-12-22 00:25:09,"0,504s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_changePassword""))",Chrome 96.0.4664.110,,,2021-12-22 00:25:09,2021-12-22 00:25:10,"0,447s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_close""))",Chrome 96.0.4664.110,,,2021-12-22 00:25:10,2021-12-22 00:25:11,"0,834s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinaholderna"")",Chrome 96.0.4664.110,,,2021-12-22 00:25:11,2021-12-22 00:25:12,"0,835s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:25:12,2021-12-22 00:25:12,"0,505s",PASSED
"click(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Chrome 96.0.4664.110,,,2021-12-22 00:25:12,2021-12-22 00:25:12,"0,435s",PASSED
waitForAlert(2),Chrome 96.0.4664.110,,,2021-12-22 00:25:12,2021-12-22 00:25:13,"0,523s",PASSED
alert_text = getAlertText(),Chrome 96.0.4664.110,,,2021-12-22 00:25:13,2021-12-22 00:25:13,"0,009s",PASSED
"verifyEqual(alert_text, ""Podano błędną nazwę użytkownika lub hasło!"")",Chrome 96.0.4664.110,,,2021-12-22 00:25:13,2021-12-22 00:25:13,"0,002s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinaholderna"")",Chrome 96.0.4664.110,,,2021-12-22 00:25:13,2021-12-22 00:25:14,"0,681s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""qeJ0sjJnwEs="")",Chrome 96.0.4664.110,,,2021-12-22 00:25:14,2021-12-22 00:25:14,"0,469s",PASSED
"click(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Chrome 96.0.4664.110,,,2021-12-22 00:25:14,2021-12-22 00:25:15,"0,428s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_profile""))",Chrome 96.0.4664.110,,,2021-12-22 00:25:15,2021-12-22 00:25:15,"0,879s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_oldPass""), ""qeJ0sjJnwEs="")",Chrome 96.0.4664.110,,,2021-12-22 00:25:15,2021-12-22 00:25:16,"0,765s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPass""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:25:16,2021-12-22 00:25:17,"0,452s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPassRepeat""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:25:17,2021-12-22 00:25:17,"0,443s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_changePassword""))",Chrome 96.0.4664.110,,,2021-12-22 00:25:17,2021-12-22 00:25:18,"0,400s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_close""))",Chrome 96.0.4664.110,,,2021-12-22 00:25:18,2021-12-22 00:25:18,"0,769s",PASSED
closeBrowser(),Chrome 96.0.4664.110,,,2021-12-22 00:25:18,2021-12-22 00:25:19,"1,107s",PASSED
,,,,,,,
Test Cases/komunikator testy logowanie/L9,Chrome 96.0.4664.110,,,2021-12-22 00:25:19,2021-12-22 00:25:37,"17,465s",FAILED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-22 00:25:20,2021-12-22 00:25:22,"1,859s",PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-22 00:25:22,2021-12-22 00:25:22,"0,210s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Chrome 96.0.4664.110,,,2021-12-22 00:25:22,2021-12-22 00:25:25,"2,331s",PASSED
"for ([row = 1, row <= 5, (row++)])",Chrome 96.0.4664.110,,,2021-12-22 00:25:25,2021-12-22 00:25:35,"10,948s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""Ewelina1"")",Chrome 96.0.4664.110,,,2021-12-22 00:25:35,2021-12-22 00:25:36,"0,507s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:25:36,2021-12-22 00:25:36,"0,446s",PASSED
"click(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Chrome 96.0.4664.110,,,2021-12-22 00:25:36,2021-12-22 00:25:37,"0,381s",PASSED
waitForPageLoad(2),Chrome 96.0.4664.110,,,2021-12-22 00:25:37,2021-12-22 00:25:37,"0,026s",PASSED
tytul = getWindowTitle(),Chrome 96.0.4664.110,,,2021-12-22 00:25:37,2021-12-22 00:25:37,"0,013s",PASSED
"verifyMatch(tytul, "".*Zalogowano"", true)",Chrome 96.0.4664.110,,,2021-12-22 00:25:37,2021-12-22 00:25:37,"0,009s",FAILED
