Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPass""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-21 23:41:48,2021-12-21 23:41:49,"0,488s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPassRepeat""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-21 23:41:49,2021-12-21 23:41:49,"0,433s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_changePassword""))",Chrome 96.0.4664.110,,,2021-12-21 23:41:49,2021-12-21 23:41:49,"0,450s",PASSED
closeBrowser(),Chrome 96.0.4664.110,,,2021-12-21 23:41:49,2021-12-21 23:41:51,"1,173s",PASSED
,,,,,,,
Test Cases/komunikator testy edycja profilu/PE3,Chrome 96.0.4664.110,,,2021-12-21 23:41:51,2021-12-21 23:42:02,"11,694s",FAILED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-21 23:41:51,2021-12-21 23:41:53,"1,833s",PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-21 23:41:53,2021-12-21 23:41:53,"0,260s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Chrome 96.0.4664.110,,,2021-12-21 23:41:53,2021-12-21 23:41:55,"1,717s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinah"")",Chrome 96.0.4664.110,,,2021-12-21 23:41:55,2021-12-21 23:41:56,"0,987s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-21 23:41:56,2021-12-21 23:41:57,"0,558s",PASSED
"click(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Chrome 96.0.4664.110,,,2021-12-21 23:41:57,2021-12-21 23:41:57,"0,426s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_profile""))",Chrome 96.0.4664.110,,,2021-12-21 23:41:57,2021-12-21 23:41:58,"1,063s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_oldPass""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-21 23:41:58,2021-12-21 23:41:59,"0,646s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPass""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-21 23:41:59,2021-12-21 23:41:59,"0,515s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPassRepeat""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-21 23:41:59,2021-12-21 23:42:00,"0,830s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_changePassword""))",Chrome 96.0.4664.110,,,2021-12-21 23:42:00,2021-12-21 23:42:01,"0,466s",PASSED
"zmienna1 = getText(findTestObject(""Page_PSTO webMessenger - Zalogowano/p_Haslo zostalo zmienione""))",Chrome 96.0.4664.110,,,2021-12-21 23:42:01,2021-12-21 23:42:01,"0,613s",PASSED
"verifyNotEqual(zmienna1, ""HASŁO ZOSTAŁO ZMIENIONE!"", CONTINUE_ON_FAILURE)",Chrome 96.0.4664.110,,,2021-12-21 23:42:01,2021-12-21 23:42:01,"0,008s",FAILED
closeBrowser(),Chrome 96.0.4664.110,,,2021-12-21 23:42:01,2021-12-21 23:42:02,"1,200s",PASSED
,,,,,,,
Test Cases/komunikator testy edycja profilu/PE4,Chrome 96.0.4664.110,,,2021-12-21 23:42:02,2021-12-21 23:42:13,"11,070s",PASSED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-21 23:42:03,2021-12-21 23:42:05,"1,776s",PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-21 23:42:05,2021-12-21 23:42:05,"0,318s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Chrome 96.0.4664.110,,,2021-12-21 23:42:05,2021-12-21 23:42:07,"1,648s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinah"")",Chrome 96.0.4664.110,,,2021-12-21 23:42:07,2021-12-21 23:42:08,"0,795s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-21 23:42:08,2021-12-21 23:42:08,"0,454s",PASSED
"click(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Chrome 96.0.4664.110,,,2021-12-21 23:42:08,2021-12-21 23:42:08,"0,387s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_profile""))",Chrome 96.0.4664.110,,,2021-12-21 23:42:08,2021-12-21 23:42:09,"0,997s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_oldPass""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-21 23:42:09,2021-12-21 23:42:10,"0,613s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPass""), ""4nvbrPglk7k="")",Chrome 96.0.4664.110,,,2021-12-21 23:42:10,2021-12-21 23:42:11,"0,607s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPassRepeat""), ""iGDxf8hSRT4="")",Chrome 96.0.4664.110,,,2021-12-21 23:42:11,2021-12-21 23:42:11,"0,473s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_changePassword""))",Chrome 96.0.4664.110,,,2021-12-21 23:42:11,2021-12-21 23:42:12,"0,608s",PASSED
"verifyElementText(findTestObject(""Page_PSTO webMessenger - Zalogowano/p_Podane Hasla roznia sie""), ""PODANE HASŁA RÓŻNIĄ SIĘ!"")",Chrome 96.0.4664.110,,,2021-12-21 23:42:12,2021-12-21 23:42:12,"0,561s",PASSED
closeBrowser(),Chrome 96.0.4664.110,,,2021-12-21 23:42:12,2021-12-21 23:42:13,"1,222s",PASSED
,,,,,,,
Test Cases/komunikator testy edycja profilu/PE5,Chrome 96.0.4664.110,,,2021-12-21 23:42:13,2021-12-21 23:42:24,"10,712s",PASSED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-21 23:42:14,2021-12-21 23:42:16,"1,752s",PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-21 23:42:16,2021-12-21 23:42:16,"0,418s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Chrome 96.0.4664.110,,,2021-12-21 23:42:16,2021-12-21 23:42:18,"1,704s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinah"")",Chrome 96.0.4664.110,,,2021-12-21 23:42:18,2021-12-21 23:42:19,"0,751s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-21 23:42:19,2021-12-21 23:42:19,"0,459s",PASSED
"click(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Chrome 96.0.4664.110,,,2021-12-21 23:42:19,2021-12-21 23:42:20,"0,395s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_profile""))",Chrome 96.0.4664.110,,,2021-12-21 23:42:20,2021-12-21 23:42:21,"1,123s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_oldPass""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-21 23:42:21,2021-12-21 23:42:21,"0,677s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPass""), ""4nvbrPglk7k="")",Chrome 96.0.4664.110,,,2021-12-21 23:42:21,2021-12-21 23:42:22,"0,543s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_changePassword""))",Chrome 96.0.4664.110,,,2021-12-21 23:42:22,2021-12-21 23:42:22,"0,477s",PASSED
"zmienna1 = getText(findTestObject(""Page_PSTO webMessenger - Zalogowano/p_Nie wypeniono wszystkich pol Podane Hasla ronzia sie""), STOP_ON_FAILURE)",Chrome 96.0.4664.110,,,2021-12-21 23:42:22,2021-12-21 23:42:23,"0,565s",PASSED
"verifyMatch(zmienna1, ""NIE WYPEŁNIONO WSZYSTKICH PÓL!.*"", true)",Chrome 96.0.4664.110,,,2021-12-21 23:42:23,2021-12-21 23:42:23,"0,025s",PASSED
closeBrowser(),Chrome 96.0.4664.110,,,2021-12-21 23:42:23,2021-12-21 23:42:24,"1,157s",PASSED
,,,,,,,
Test Cases/komunikator testy edycja profilu/PE6,Chrome 96.0.4664.110,,,2021-12-21 23:42:24,2021-12-21 23:42:36,"11,658s",PASSED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-21 23:42:25,2021-12-21 23:42:27,"1,956s",PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-21 23:42:27,2021-12-21 23:42:27,"0,199s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Chrome 96.0.4664.110,,,2021-12-21 23:42:27,2021-12-21 23:42:29,"1,798s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinah"")",Chrome 96.0.4664.110,,,2021-12-21 23:42:29,2021-12-21 23:42:30,"0,812s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-21 23:42:30,2021-12-21 23:42:30,"0,436s",PASSED
"click(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Chrome 96.0.4664.110,,,2021-12-21 23:42:30,2021-12-21 23:42:31,"0,392s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_profile""))",Chrome 96.0.4664.110,,,2021-12-21 23:42:31,2021-12-21 23:42:31,"0,885s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_oldPass""), ""tzH6RvlfSTg="")",Chrome 96.0.4664.110,,,2021-12-21 23:42:31,2021-12-21 23:42:32,"0,629s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPass""), ""iGDxf8hSRT4="")",Chrome 96.0.4664.110,,,2021-12-21 23:42:32,2021-12-21 23:42:33,"0,535s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPassRepeat""), ""iGDxf8hSRT4="")",Chrome 96.0.4664.110,,,2021-12-21 23:42:33,2021-12-21 23:42:33,"0,511s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_changePassword""))",Chrome 96.0.4664.110,,,2021-12-21 23:42:33,2021-12-21 23:42:34,"0,878s",PASSED
"verifyElementText(findTestObject(""Page_PSTO webMessenger - Zalogowano/p_Podane dotychczasowe haslo jest bledne""), ""PODANE DOTYCHCZASOWE HASŁO JEST BŁĘDNE!"")",Chrome 96.0.4664.110,,,2021-12-21 23:42:34,2021-12-21 23:42:35,"0,640s",PASSED
closeBrowser(),Chrome 96.0.4664.110,,,2021-12-21 23:42:35,2021-12-21 23:42:36,"1,231s",PASSED
,,,,,,,
Test Cases/komunikator testy edycja profilu/PE7,Chrome 96.0.4664.110,,,2021-12-21 23:42:36,2021-12-21 23:42:44,"8,548s",FAILED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-21 23:42:36,2021-12-21 23:42:38,"1,886s",PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-21 23:42:38,2021-12-21 23:42:39,"0,278s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Chrome 96.0.4664.110,,,2021-12-21 23:42:39,2021-12-21 23:42:40,"1,565s",PASSED
"setText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinaho"")",Chrome 96.0.4664.110,,,2021-12-21 23:42:40,2021-12-21 23:42:41,"0,760s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-21 23:42:41,2021-12-21 23:42:41,"0,470s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Chrome 96.0.4664.110,,,2021-12-21 23:42:41,2021-12-21 23:42:42,"0,386s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_profile""))",Chrome 96.0.4664.110,,,2021-12-21 23:42:42,2021-12-21 23:42:43,"1,001s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien dane_editName""), ""Ewa"")",Chrome 96.0.4664.110,,,2021-12-21 23:42:43,2021-12-21 23:42:44,"0,923s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger - Zalogowano/input_Wybierz nowy avatar_editBttn""))",Chrome 96.0.4664.110,,,2021-12-21 23:42:44,2021-12-21 23:42:44,"0,681s",FAILED
,,,,,,,
Test Cases/komunikator testy edycja profilu/PE8,Chrome 96.0.4664.110,,,2021-12-21 23:42:44,2021-12-21 23:42:55,"10,152s",FAILED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-21 23:42:45,2021-12-21 23:42:48,"3,047s",PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-21 23:42:48,2021-12-21 23:42:48,"0,195s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Chrome 96.0.4664.110,,,2021-12-21 23:42:48,2021-12-21 23:42:50,"1,686s",PASSED
"setText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinaho"")",Chrome 96.0.4664.110,,,2021-12-21 23:42:50,2021-12-21 23:42:51,"0,898s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-21 23:42:51,2021-12-21 23:42:51,"0,451s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Chrome 96.0.4664.110,,,2021-12-21 23:42:51,2021-12-21 23:42:52,"0,414s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_profile""))",Chrome 96.0.4664.110,,,2021-12-21 23:42:52,2021-12-21 23:42:53,"0,978s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien dane_editName""), ""987!+"")",Chrome 96.0.4664.110,,,2021-12-21 23:42:53,2021-12-21 23:42:54,"1,003s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger - Zalogowano/input_Wybierz nowy avatar_editBttn""))",Chrome 96.0.4664.110,,,2021-12-21 23:42:54,2021-12-21 23:42:55,"0,684s",FAILED
,,,,,,,
Test Cases/komunikator testy edycja profilu/PE9,Chrome 96.0.4664.110,,,2021-12-21 23:42:55,2021-12-21 23:43:04,"9,634s",FAILED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-21 23:42:55,2021-12-21 23:42:58,"2,869s",PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-21 23:42:58,2021-12-21 23:42:58,"0,242s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Chrome 96.0.4664.110,,,2021-12-21 23:42:58,2021-12-21 23:43:00,"1,747s",PASSED
"setText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinaho"")",Chrome 96.0.4664.110,,,2021-12-21 23:43:00,2021-12-21 23:43:01,"0,768s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-21 23:43:01,2021-12-21 23:43:01,"0,424s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Chrome 96.0.4664.110,,,2021-12-21 23:43:01,2021-12-21 23:43:02,"0,398s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_profile""))",Chrome 96.0.4664.110,,,2021-12-21 23:43:02,2021-12-21 23:43:03,"0,887s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien dane_editSurname""), ""Nowak"")",Chrome 96.0.4664.110,,,2021-12-21 23:43:03,2021-12-21 23:43:04,"0,906s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger - Zalogowano/input_Wybierz nowy avatar_editBttn""))",Chrome 96.0.4664.110,,,2021-12-21 23:43:04,2021-12-21 23:43:04,"0,628s",FAILED
,,,,,,,
Test Cases/komunikator testy edycja profilu/PE10,Chrome 96.0.4664.110,,,2021-12-21 23:43:04,2021-12-21 23:43:14,"10,011s",FAILED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-21 23:43:05,2021-12-21 23:43:08,"3,092s",PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-21 23:43:08,2021-12-21 23:43:08,"0,407s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Chrome 96.0.4664.110,,,2021-12-21 23:43:08,2021-12-21 23:43:10,"1,596s",PASSED
"setText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinaho"")",Chrome 96.0.4664.110,,,2021-12-21 23:43:10,2021-12-21 23:43:11,"0,752s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-21 23:43:11,2021-12-21 23:43:11,"0,457s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Chrome 96.0.4664.110,,,2021-12-21 23:43:11,2021-12-21 23:43:12,"0,392s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_profile""))",Chrome 96.0.4664.110,,,2021-12-21 23:43:12,2021-12-21 23:43:13,"0,989s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien dane_editSurname""), ""987!+"")",Chrome 96.0.4664.110,,,2021-12-21 23:43:13,2021-12-21 23:43:14,"0,974s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger - Zalogowano/input_Wybierz nowy avatar_editBttn""))",Chrome 96.0.4664.110,,,2021-12-21 23:43:14,2021-12-21 23:43:14,"0,656s",FAILED
,,,,,,,
Test Cases/komunikator testy edycja profilu/PE11,Chrome 96.0.4664.110,,,2021-12-21 23:43:14,2021-12-21 23:43:24,"9,960s",FAILED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-21 23:43:15,2021-12-21 23:43:18,"2,860s",PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-21 23:43:18,2021-12-21 23:43:18,"0,264s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Chrome 96.0.4664.110,,,2021-12-21 23:43:18,2021-12-21 23:43:20,"1,998s",PASSED
"setText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinaho"")",Chrome 96.0.4664.110,,,2021-12-21 23:43:20,2021-12-21 23:43:21,"0,776s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-21 23:43:21,2021-12-21 23:43:21,"0,442s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Chrome 96.0.4664.110,,,2021-12-21 23:43:21,2021-12-21 23:43:22,"0,400s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_profile""))",Chrome 96.0.4664.110,,,2021-12-21 23:43:22,2021-12-21 23:43:23,"0,922s",PASSED
