Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_oldPass""), ""qeJ0sjJnwEs="")",Chrome 96.0.4664.110,,,2021-12-22 00:12:18,2021-12-22 00:12:18,"0,577s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPass""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:12:18,2021-12-22 00:12:19,"0,454s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPassRepeat""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:12:19,2021-12-22 00:12:19,"0,460s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_changePassword""))",Chrome 96.0.4664.110,,,2021-12-22 00:12:19,2021-12-22 00:12:20,"0,460s",PASSED
closeBrowser(),Chrome 96.0.4664.110,,,2021-12-22 00:12:20,2021-12-22 00:12:21,"1,068s",PASSED
,,,,,,,
Test Cases/komunikator testy edycja profilu/PE2,Chrome 96.0.4664.110,,,2021-12-22 00:12:21,2021-12-22 00:12:34,"13,110s",FAILED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-22 00:12:21,2021-12-22 00:12:24,"2,076s",PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-22 00:12:24,2021-12-22 00:12:24,"0,200s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Chrome 96.0.4664.110,,,2021-12-22 00:12:24,2021-12-22 00:12:25,"1,572s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinah"")",Chrome 96.0.4664.110,,,2021-12-22 00:12:25,2021-12-22 00:12:26,"0,773s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:12:26,2021-12-22 00:12:27,"0,490s",PASSED
"click(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Chrome 96.0.4664.110,,,2021-12-22 00:12:27,2021-12-22 00:12:27,"0,454s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_profile""))",Chrome 96.0.4664.110,,,2021-12-22 00:12:27,2021-12-22 00:12:28,"0,962s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_oldPass""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:12:28,2021-12-22 00:12:29,"0,575s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPass""), ""tzH6RvlfSTg="")",Chrome 96.0.4664.110,,,2021-12-22 00:12:29,2021-12-22 00:12:29,"0,568s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPassRepeat""), ""tzH6RvlfSTg="")",Chrome 96.0.4664.110,,,2021-12-22 00:12:29,2021-12-22 00:12:30,"0,531s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_changePassword""))",Chrome 96.0.4664.110,,,2021-12-22 00:12:30,2021-12-22 00:12:30,"0,640s",PASSED
"zmienna1 = getText(findTestObject(""Page_PSTO webMessenger - Zalogowano/p_Haslo zostalo zmienione""), STOP_ON_FAILURE)",Chrome 96.0.4664.110,,,2021-12-22 00:12:30,2021-12-22 00:12:31,"0,617s",PASSED
"verifyNotEqual(zmienna1, ""HASŁO ZOSTAŁO ZMIENIONE!"", CONTINUE_ON_FAILURE)",Chrome 96.0.4664.110,,,2021-12-22 00:12:31,2021-12-22 00:12:31,"0,090s",FAILED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_oldPass""), ""tzH6RvlfSTg="")",Chrome 96.0.4664.110,,,2021-12-22 00:12:31,2021-12-22 00:12:32,"0,589s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPass""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:12:32,2021-12-22 00:12:32,"0,461s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPassRepeat""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:12:32,2021-12-22 00:12:33,"0,462s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_changePassword""))",Chrome 96.0.4664.110,,,2021-12-22 00:12:33,2021-12-22 00:12:33,"0,408s",PASSED
closeBrowser(),Chrome 96.0.4664.110,,,2021-12-22 00:12:33,2021-12-22 00:12:34,"1,035s",PASSED
,,,,,,,
Test Cases/komunikator testy edycja profilu/PE3,Chrome 96.0.4664.110,,,2021-12-22 00:12:34,2021-12-22 00:12:46,"11,646s",FAILED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-22 00:12:35,2021-12-22 00:12:37,"1,938s",PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-22 00:12:37,2021-12-22 00:12:37,"0,425s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Chrome 96.0.4664.110,,,2021-12-22 00:12:37,2021-12-22 00:12:39,"1,705s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinah"")",Chrome 96.0.4664.110,,,2021-12-22 00:12:39,2021-12-22 00:12:40,"0,925s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:12:40,2021-12-22 00:12:40,"0,486s",PASSED
"click(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Chrome 96.0.4664.110,,,2021-12-22 00:12:40,2021-12-22 00:12:40,"0,416s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_profile""))",Chrome 96.0.4664.110,,,2021-12-22 00:12:40,2021-12-22 00:12:41,"0,979s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_oldPass""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:12:41,2021-12-22 00:12:42,"0,689s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPass""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:12:42,2021-12-22 00:12:43,"0,600s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPassRepeat""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:12:43,2021-12-22 00:12:43,"0,518s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_changePassword""))",Chrome 96.0.4664.110,,,2021-12-22 00:12:43,2021-12-22 00:12:44,"0,582s",PASSED
"zmienna1 = getText(findTestObject(""Page_PSTO webMessenger - Zalogowano/p_Haslo zostalo zmienione""))",Chrome 96.0.4664.110,,,2021-12-22 00:12:44,2021-12-22 00:12:44,"0,630s",PASSED
"verifyNotEqual(zmienna1, ""HASŁO ZOSTAŁO ZMIENIONE!"", CONTINUE_ON_FAILURE)",Chrome 96.0.4664.110,,,2021-12-22 00:12:44,2021-12-22 00:12:44,"0,007s",FAILED
closeBrowser(),Chrome 96.0.4664.110,,,2021-12-22 00:12:44,2021-12-22 00:12:46,"1,171s",PASSED
,,,,,,,
Test Cases/komunikator testy edycja profilu/PE4,Chrome 96.0.4664.110,,,2021-12-22 00:12:46,2021-12-22 00:12:58,"11,938s",PASSED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-22 00:12:46,2021-12-22 00:12:49,"2,266s",PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-22 00:12:49,2021-12-22 00:12:49,"0,227s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Chrome 96.0.4664.110,,,2021-12-22 00:12:49,2021-12-22 00:12:51,"2,075s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinah"")",Chrome 96.0.4664.110,,,2021-12-22 00:12:51,2021-12-22 00:12:52,"0,763s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:12:52,2021-12-22 00:12:52,"0,460s",PASSED
"click(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Chrome 96.0.4664.110,,,2021-12-22 00:12:52,2021-12-22 00:12:53,"0,431s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_profile""))",Chrome 96.0.4664.110,,,2021-12-22 00:12:53,2021-12-22 00:12:54,"1,030s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_oldPass""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:12:54,2021-12-22 00:12:54,"0,646s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPass""), ""4nvbrPglk7k="")",Chrome 96.0.4664.110,,,2021-12-22 00:12:54,2021-12-22 00:12:55,"0,531s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPassRepeat""), ""iGDxf8hSRT4="")",Chrome 96.0.4664.110,,,2021-12-22 00:12:55,2021-12-22 00:12:55,"0,676s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_changePassword""))",Chrome 96.0.4664.110,,,2021-12-22 00:12:55,2021-12-22 00:12:56,"0,501s",PASSED
"verifyElementText(findTestObject(""Page_PSTO webMessenger - Zalogowano/p_Podane Hasla roznia sie""), ""PODANE HASŁA RÓŻNIĄ SIĘ!"")",Chrome 96.0.4664.110,,,2021-12-22 00:12:56,2021-12-22 00:12:56,"0,549s",PASSED
closeBrowser(),Chrome 96.0.4664.110,,,2021-12-22 00:12:56,2021-12-22 00:12:58,"1,094s",PASSED
,,,,,,,
Test Cases/komunikator testy edycja profilu/PE5,Chrome 96.0.4664.110,,,2021-12-22 00:12:58,2021-12-22 00:13:08,"10,121s",PASSED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-22 00:12:58,2021-12-22 00:13:00,"1,976s",PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-22 00:13:00,2021-12-22 00:13:00,"0,228s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Chrome 96.0.4664.110,,,2021-12-22 00:13:00,2021-12-22 00:13:02,"1,737s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinah"")",Chrome 96.0.4664.110,,,2021-12-22 00:13:02,2021-12-22 00:13:03,"0,723s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:13:03,2021-12-22 00:13:03,"0,422s",PASSED
"click(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Chrome 96.0.4664.110,,,2021-12-22 00:13:03,2021-12-22 00:13:04,"0,408s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_profile""))",Chrome 96.0.4664.110,,,2021-12-22 00:13:04,2021-12-22 00:13:05,"0,880s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_oldPass""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:13:05,2021-12-22 00:13:05,"0,637s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPass""), ""4nvbrPglk7k="")",Chrome 96.0.4664.110,,,2021-12-22 00:13:05,2021-12-22 00:13:06,"0,530s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_changePassword""))",Chrome 96.0.4664.110,,,2021-12-22 00:13:06,2021-12-22 00:13:06,"0,404s",PASSED
"zmienna1 = getText(findTestObject(""Page_PSTO webMessenger - Zalogowano/p_Nie wypeniono wszystkich pol Podane Hasla ronzia sie""), STOP_ON_FAILURE)",Chrome 96.0.4664.110,,,2021-12-22 00:13:06,2021-12-22 00:13:07,"0,474s",PASSED
"verifyMatch(zmienna1, ""NIE WYPEŁNIONO WSZYSTKICH PÓL!.*"", true)",Chrome 96.0.4664.110,,,2021-12-22 00:13:07,2021-12-22 00:13:07,"0,025s",PASSED
closeBrowser(),Chrome 96.0.4664.110,,,2021-12-22 00:13:07,2021-12-22 00:13:08,"1,103s",PASSED
,,,,,,,
Test Cases/komunikator testy edycja profilu/PE6,Chrome 96.0.4664.110,,,2021-12-22 00:13:08,2021-12-22 00:13:23,"14,825s",PASSED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-22 00:13:08,2021-12-22 00:13:10,"2,116s",PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-22 00:13:10,2021-12-22 00:13:11,"0,227s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Chrome 96.0.4664.110,,,2021-12-22 00:13:11,2021-12-22 00:13:15,"4,226s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinah"")",Chrome 96.0.4664.110,,,2021-12-22 00:13:15,2021-12-22 00:13:16,"0,793s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:13:16,2021-12-22 00:13:16,"0,443s",PASSED
"click(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Chrome 96.0.4664.110,,,2021-12-22 00:13:16,2021-12-22 00:13:17,"0,431s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_profile""))",Chrome 96.0.4664.110,,,2021-12-22 00:13:17,2021-12-22 00:13:17,"0,865s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_oldPass""), ""tzH6RvlfSTg="")",Chrome 96.0.4664.110,,,2021-12-22 00:13:17,2021-12-22 00:13:18,"0,712s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPass""), ""iGDxf8hSRT4="")",Chrome 96.0.4664.110,,,2021-12-22 00:13:18,2021-12-22 00:13:19,"0,776s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPassRepeat""), ""iGDxf8hSRT4="")",Chrome 96.0.4664.110,,,2021-12-22 00:13:19,2021-12-22 00:13:19,"0,470s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_changePassword""))",Chrome 96.0.4664.110,,,2021-12-22 00:13:19,2021-12-22 00:13:20,"0,451s",PASSED
"verifyElementText(findTestObject(""Page_PSTO webMessenger - Zalogowano/p_Podane dotychczasowe haslo jest bledne""), ""PODANE DOTYCHCZASOWE HASŁO JEST BŁĘDNE!"")",Chrome 96.0.4664.110,,,2021-12-22 00:13:20,2021-12-22 00:13:21,"1,531s",PASSED
closeBrowser(),Chrome 96.0.4664.110,,,2021-12-22 00:13:21,2021-12-22 00:13:23,"1,116s",PASSED
,,,,,,,
Test Cases/komunikator testy edycja profilu/PE7,Chrome 96.0.4664.110,,,2021-12-22 00:13:23,2021-12-22 00:13:34,"11,355s",PASSED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-22 00:13:23,2021-12-22 00:13:25,"1,787s",PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-22 00:13:25,2021-12-22 00:13:25,"0,259s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Chrome 96.0.4664.110,,,2021-12-22 00:13:25,2021-12-22 00:13:27,"1,838s",PASSED
"setText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinaho"")",Chrome 96.0.4664.110,,,2021-12-22 00:13:27,2021-12-22 00:13:28,"0,813s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:13:28,2021-12-22 00:13:28,"0,548s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Chrome 96.0.4664.110,,,2021-12-22 00:13:28,2021-12-22 00:13:29,"0,538s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_profile""))",Chrome 96.0.4664.110,,,2021-12-22 00:13:29,2021-12-22 00:13:30,"1,015s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien dane_editName""), ""Ewa"")",Chrome 96.0.4664.110,,,2021-12-22 00:13:30,2021-12-22 00:13:31,"0,967s",PASSED
"scrollToElement(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Wybierz nowy avatar_editBttn""), 2)",Chrome 96.0.4664.110,,,2021-12-22 00:13:31,2021-12-22 00:13:31,"0,506s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger - Zalogowano/input_Wybierz nowy avatar_editBttn""))",Chrome 96.0.4664.110,,,2021-12-22 00:13:31,2021-12-22 00:13:32,"0,595s",PASSED
"value_text = getAttribute(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien dane_editName""), ""value"")",Chrome 96.0.4664.110,,,2021-12-22 00:13:32,2021-12-22 00:13:33,"0,735s",PASSED
"verifyEqual(""Ewa"", value_text)",Chrome 96.0.4664.110,,,2021-12-22 00:13:33,2021-12-22 00:13:33,"0,018s",PASSED
closeBrowser(),Chrome 96.0.4664.110,,,2021-12-22 00:13:33,2021-12-22 00:13:34,"1,215s",PASSED
,,,,,,,
Test Cases/komunikator testy edycja profilu/PE8,Chrome 96.0.4664.110,,,2021-12-22 00:13:34,2021-12-22 00:13:45,"11,040s",FAILED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-22 00:13:35,2021-12-22 00:13:37,"1,981s",PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-22 00:13:37,2021-12-22 00:13:37,"0,340s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Chrome 96.0.4664.110,,,2021-12-22 00:13:37,2021-12-22 00:13:39,"1,949s",PASSED
"setText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinaho"")",Chrome 96.0.4664.110,,,2021-12-22 00:13:39,2021-12-22 00:13:40,"0,814s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:13:40,2021-12-22 00:13:40,"0,444s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Chrome 96.0.4664.110,,,2021-12-22 00:13:40,2021-12-22 00:13:40,"0,424s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_profile""))",Chrome 96.0.4664.110,,,2021-12-22 00:13:40,2021-12-22 00:13:41,"0,902s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien dane_editName""), ""987!+"")",Chrome 96.0.4664.110,,,2021-12-22 00:13:41,2021-12-22 00:13:42,"0,943s",PASSED
"scrollToElement(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Wybierz nowy avatar_editBttn""), 2)",Chrome 96.0.4664.110,,,2021-12-22 00:13:42,2021-12-22 00:13:43,"0,347s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger - Zalogowano/input_Wybierz nowy avatar_editBttn""))",Chrome 96.0.4664.110,,,2021-12-22 00:13:43,2021-12-22 00:13:43,"0,412s",PASSED
"value_text = getAttribute(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien dane_editName""), ""value"")",Chrome 96.0.4664.110,,,2021-12-22 00:13:43,2021-12-22 00:13:44,"0,730s",PASSED
"verifyNotEqual(""987!+"", value_text, CONTINUE_ON_FAILURE)",Chrome 96.0.4664.110,,,2021-12-22 00:13:44,2021-12-22 00:13:44,"0,003s",FAILED
closeBrowser(),Chrome 96.0.4664.110,,,2021-12-22 00:13:44,2021-12-22 00:13:45,"1,107s",PASSED
,,,,,,,
Test Cases/komunikator testy edycja profilu/PE9,Chrome 96.0.4664.110,,,2021-12-22 00:13:45,2021-12-22 00:13:57,"11,666s",PASSED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-22 00:13:45,2021-12-22 00:13:47,"1,783s",PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-22 00:13:47,2021-12-22 00:13:48,"0,488s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Chrome 96.0.4664.110,,,2021-12-22 00:13:48,2021-12-22 00:13:50,"2,004s",PASSED
"setText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinaho"")",Chrome 96.0.4664.110,,,2021-12-22 00:13:50,2021-12-22 00:13:51,"0,920s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:13:51,2021-12-22 00:13:51,"0,499s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Chrome 96.0.4664.110,,,2021-12-22 00:13:51,2021-12-22 00:13:52,"0,444s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_profile""))",Chrome 96.0.4664.110,,,2021-12-22 00:13:52,2021-12-22 00:13:53,"1,093s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien dane_editSurname""), ""Nowak"")",Chrome 96.0.4664.110,,,2021-12-22 00:13:53,2021-12-22 00:13:54,"0,941s",PASSED
"scrollToElement(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Wybierz nowy avatar_editBttn""), 2)",Chrome 96.0.4664.110,,,2021-12-22 00:13:54,2021-12-22 00:13:54,"0,392s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger - Zalogowano/input_Wybierz nowy avatar_editBttn""))",Chrome 96.0.4664.110,,,2021-12-22 00:13:54,2021-12-22 00:13:55,"0,590s",PASSED
"value_text = getAttribute(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien dane_editSurname""), ""value"")",Chrome 96.0.4664.110,,,2021-12-22 00:13:55,2021-12-22 00:13:55,"0,650s",PASSED
"verifyEqual(""Nowak"", value_text)",Chrome 96.0.4664.110,,,2021-12-22 00:13:55,2021-12-22 00:13:55,"0,003s",PASSED
closeBrowser(),Chrome 96.0.4664.110,,,2021-12-22 00:13:55,2021-12-22 00:13:57,"1,343s",PASSED
,,,,,,,
Test Cases/komunikator testy edycja profilu/PE10,Chrome 96.0.4664.110,,,2021-12-22 00:13:57,2021-12-22 00:14:09,"12,122s",FAILED
"openBrowser("""")",Chrome 96.0.4664.110,,,2021-12-22 00:13:57,2021-12-22 00:13:59,"1,949s",PASSED
maximizeWindow(),Chrome 96.0.4664.110,,,2021-12-22 00:13:59,2021-12-22 00:14:00,"0,473s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Chrome 96.0.4664.110,,,2021-12-22 00:14:00,2021-12-22 00:14:02,"2,035s",PASSED
"setText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinaho"")",Chrome 96.0.4664.110,,,2021-12-22 00:14:02,2021-12-22 00:14:03,"0,789s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Chrome 96.0.4664.110,,,2021-12-22 00:14:03,2021-12-22 00:14:03,"0,454s",PASSED
