Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Firefox 95.0,,,2021-12-21 22:48:15,2021-12-21 22:48:18,"3,408s",PASSED
"setText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinaho"")",Firefox 95.0,,,2021-12-21 22:48:18,2021-12-21 22:48:19,"0,722s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Firefox 95.0,,,2021-12-21 22:48:19,2021-12-21 22:48:19,"0,425s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Firefox 95.0,,,2021-12-21 22:48:19,2021-12-21 22:48:20,"0,612s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_profile""))",Firefox 95.0,,,2021-12-21 22:48:20,2021-12-21 22:48:21,"0,809s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien dane_editMail""), ""ewelina+gmail.com"")",Firefox 95.0,,,2021-12-21 22:48:21,2021-12-21 22:48:22,"0,761s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger - Zalogowano/input_Wybierz nowy avatar_editBttn""))",Firefox 95.0,,,2021-12-21 22:48:22,2021-12-21 22:48:22,"0,636s",PASSED
"value_text = getAttribute(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien dane_editMail""), ""value"")",Firefox 95.0,,,2021-12-21 22:48:22,2021-12-21 22:48:23,"0,546s",PASSED
"verifyMatch(value_text, ""^[\w-\.]+@([\w-]+\.)+[\w-]{2,4}$"", true, CONTINUE_ON_FAILURE)",Firefox 95.0,,,2021-12-21 22:48:23,2021-12-21 22:48:23,"0,007s",FAILED
closeBrowser(),Firefox 95.0,,,2021-12-21 22:48:23,2021-12-21 22:48:24,"1,641s",PASSED
,,,,,,,
Test Cases/komunikator testy edycja profilu/PE13,Firefox 95.0,,,2021-12-21 22:48:25,2021-12-21 22:48:39,"14,083s",PASSED
"openBrowser("""")",Firefox 95.0,,,2021-12-21 22:48:25,2021-12-21 22:48:30,"5,363s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Firefox 95.0,,,2021-12-21 22:48:30,2021-12-21 22:48:32,"1,569s",PASSED
"setText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinaho"")",Firefox 95.0,,,2021-12-21 22:48:32,2021-12-21 22:48:33,"0,713s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Firefox 95.0,,,2021-12-21 22:48:33,2021-12-21 22:48:33,"0,445s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Firefox 95.0,,,2021-12-21 22:48:33,2021-12-21 22:48:34,"0,700s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_profile""))",Firefox 95.0,,,2021-12-21 22:48:34,2021-12-21 22:48:35,"0,853s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien dane_editMiasto""), ""Poznań"")",Firefox 95.0,,,2021-12-21 22:48:35,2021-12-21 22:48:36,"0,846s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger - Zalogowano/input_Wybierz nowy avatar_editBttn""))",Firefox 95.0,,,2021-12-21 22:48:36,2021-12-21 22:48:36,"0,699s",PASSED
"value_text = getAttribute(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien dane_editMiasto""), ""value"")",Firefox 95.0,,,2021-12-21 22:48:36,2021-12-21 22:48:37,"0,817s",PASSED
"verifyEqual(""Poznań"", value_text)",Firefox 95.0,,,2021-12-21 22:48:37,2021-12-21 22:48:37,"0,017s",PASSED
closeBrowser(),Firefox 95.0,,,2021-12-21 22:48:37,2021-12-21 22:48:39,"1,517s",PASSED
,,,,,,,
Test Cases/komunikator testy edycja profilu/PE14,Firefox 95.0,,,2021-12-21 22:48:39,2021-12-21 22:48:53,"14,574s",FAILED
"openBrowser("""")",Firefox 95.0,,,2021-12-21 22:48:39,2021-12-21 22:48:45,"5,380s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Firefox 95.0,,,2021-12-21 22:48:45,2021-12-21 22:48:47,"1,991s",PASSED
"setText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinaho"")",Firefox 95.0,,,2021-12-21 22:48:47,2021-12-21 22:48:47,"0,739s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Firefox 95.0,,,2021-12-21 22:48:47,2021-12-21 22:48:48,"0,509s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Firefox 95.0,,,2021-12-21 22:48:48,2021-12-21 22:48:48,"0,646s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_profile""))",Firefox 95.0,,,2021-12-21 22:48:48,2021-12-21 22:48:49,"0,839s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien dane_editMiasto""), ""/*-+11"")",Firefox 95.0,,,2021-12-21 22:48:49,2021-12-21 22:48:50,"0,713s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger - Zalogowano/input_Wybierz nowy avatar_editBttn""))",Firefox 95.0,,,2021-12-21 22:48:50,2021-12-21 22:48:51,"0,753s",PASSED
"value_text = getAttribute(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien dane_editMiasto""), ""value"")",Firefox 95.0,,,2021-12-21 22:48:51,2021-12-21 22:48:52,"0,771s",PASSED
"verifyNotEqual(""/*-+11"", value_text, CONTINUE_ON_FAILURE)",Firefox 95.0,,,2021-12-21 22:48:52,2021-12-21 22:48:52,"0,000s",FAILED
closeBrowser(),Firefox 95.0,,,2021-12-21 22:48:52,2021-12-21 22:48:53,"1,608s",PASSED
,,,,,,,
Test Cases/komunikator testy edycja profilu/PE15,Firefox 95.0,,,2021-12-21 22:48:53,2021-12-21 22:49:08,"15,219s",PASSED
"openBrowser("""")",Firefox 95.0,,,2021-12-21 22:48:54,2021-12-21 22:48:59,"5,373s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Firefox 95.0,,,2021-12-21 22:48:59,2021-12-21 22:49:01,"1,455s",PASSED
"setText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinaho"")",Firefox 95.0,,,2021-12-21 22:49:01,2021-12-21 22:49:02,"0,902s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Firefox 95.0,,,2021-12-21 22:49:02,2021-12-21 22:49:02,"0,381s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Firefox 95.0,,,2021-12-21 22:49:02,2021-12-21 22:49:03,"0,600s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_profile""))",Firefox 95.0,,,2021-12-21 22:49:03,2021-12-21 22:49:04,"1,820s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger - Zalogowano/textarea_Zmie dane_editOSobie""), ""Mam na imię Ewelina. Mieszkam w Poznaniu."")",Firefox 95.0,,,2021-12-21 22:49:04,2021-12-21 22:49:06,"1,499s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger - Zalogowano/input_Wybierz nowy avatar_editBttn""))",Firefox 95.0,,,2021-12-21 22:49:06,2021-12-21 22:49:06,"0,663s",PASSED
"value_text = getAttribute(findTestObject(""Page_PSTO webMessenger - Zalogowano/textarea_Zmie dane_editOSobie""), ""value"")",Firefox 95.0,,,2021-12-21 22:49:06,2021-12-21 22:49:07,"0,567s",PASSED
"verifyEqual(""Mam na imię Ewelina. Mieszkam w Poznaniu."", value_text)",Firefox 95.0,,,2021-12-21 22:49:07,2021-12-21 22:49:07,"0,001s",PASSED
closeBrowser(),Firefox 95.0,,,2021-12-21 22:49:07,2021-12-21 22:49:08,"1,333s",PASSED
,,,,,,,
Test Cases/komunikator testy edycja profilu/PE16,Firefox 95.0,,,2021-12-21 22:49:08,2021-12-21 22:49:24,"15,293s",PASSED
"openBrowser("""")",Firefox 95.0,,,2021-12-21 22:49:09,2021-12-21 22:49:14,"4,711s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Firefox 95.0,,,2021-12-21 22:49:14,2021-12-21 22:49:15,"1,699s",PASSED
"setText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinaho"")",Firefox 95.0,,,2021-12-21 22:49:15,2021-12-21 22:49:16,"0,751s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Firefox 95.0,,,2021-12-21 22:49:16,2021-12-21 22:49:17,"0,413s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Firefox 95.0,,,2021-12-21 22:49:17,2021-12-21 22:49:17,"0,632s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger - Zalogowano/div_Zarejestruj konto_icon""))",Firefox 95.0,,,2021-12-21 22:49:17,2021-12-21 22:49:18,"0,836s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_profile""))",Firefox 95.0,,,2021-12-21 22:49:18,2021-12-21 22:49:19,"0,606s",PASSED
"selectOptionByValue(findTestObject(""Page_PSTO webMessenger - Zalogowano/select_wiek""), ""20"", true)",Firefox 95.0,,,2021-12-21 22:49:19,2021-12-21 22:49:21,"2,575s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger - Zalogowano/input_Wybierz nowy avatar_editBttn""))",Firefox 95.0,,,2021-12-21 22:49:21,2021-12-21 22:49:22,"0,583s",PASSED
"wiek = getAttribute(findTestObject(""Page_PSTO webMessenger - Zalogowano/select_wiek""), ""value"")",Firefox 95.0,,,2021-12-21 22:49:22,2021-12-21 22:49:22,"0,422s",PASSED
"verifyEqual(wiek, ""20"")",Firefox 95.0,,,2021-12-21 22:49:22,2021-12-21 22:49:22,"0,001s",PASSED
closeBrowser(),Firefox 95.0,,,2021-12-21 22:49:22,2021-12-21 22:49:24,"1,532s",PASSED
,,,,,,,
Test Cases/komunikator testy edycja profilu/PE17,Firefox 95.0,,,2021-12-21 22:49:24,2021-12-21 22:49:38,"14,487s",PASSED
"openBrowser("""")",Firefox 95.0,,,2021-12-21 22:49:24,2021-12-21 22:49:30,"5,812s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Firefox 95.0,,,2021-12-21 22:49:30,2021-12-21 22:49:32,"1,695s",PASSED
"setText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinaho"")",Firefox 95.0,,,2021-12-21 22:49:32,2021-12-21 22:49:32,"0,819s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Firefox 95.0,,,2021-12-21 22:49:32,2021-12-21 22:49:33,"0,413s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Firefox 95.0,,,2021-12-21 22:49:33,2021-12-21 22:49:34,"0,604s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_profile""))",Firefox 95.0,,,2021-12-21 22:49:34,2021-12-21 22:49:34,"0,781s",PASSED
"selectOptionByValue(findTestObject(""Page_PSTO webMessenger - Zalogowano/select_plec""), ""1"", true)",Firefox 95.0,,,2021-12-21 22:49:34,2021-12-21 22:49:36,"1,292s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger - Zalogowano/input_Wybierz nowy avatar_editBttn""))",Firefox 95.0,,,2021-12-21 22:49:36,2021-12-21 22:49:36,"0,592s",PASSED
"plec = getAttribute(findTestObject(""Page_PSTO webMessenger - Zalogowano/select_plec""), ""value"")",Firefox 95.0,,,2021-12-21 22:49:36,2021-12-21 22:49:37,"0,628s",PASSED
"verifyEqual(plec, ""1"")",Firefox 95.0,,,2021-12-21 22:49:37,2021-12-21 22:49:37,"0,002s",PASSED
closeBrowser(),Firefox 95.0,,,2021-12-21 22:49:37,2021-12-21 22:49:38,"1,373s",PASSED
,,,,,,,
Test Cases/komunikator testy edycja profilu/PE18,Firefox 95.0,,,2021-12-21 22:49:38,2021-12-21 22:49:52,"13,681s",PASSED
"openBrowser("""")",Firefox 95.0,,,2021-12-21 22:49:39,2021-12-21 22:49:44,"5,686s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Firefox 95.0,,,2021-12-21 22:49:44,2021-12-21 22:49:46,"1,631s",PASSED
"setText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinaho"")",Firefox 95.0,,,2021-12-21 22:49:46,2021-12-21 22:49:47,"0,819s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Firefox 95.0,,,2021-12-21 22:49:47,2021-12-21 22:49:47,"0,434s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Firefox 95.0,,,2021-12-21 22:49:47,2021-12-21 22:49:48,"0,612s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_profile""))",Firefox 95.0,,,2021-12-21 22:49:48,2021-12-21 22:49:49,"0,760s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Pe_editTelefon""), ""123456789"")",Firefox 95.0,,,2021-12-21 22:49:49,2021-12-21 22:49:50,"0,784s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger - Zalogowano/input_Wybierz nowy avatar_editBttn""))",Firefox 95.0,,,2021-12-21 22:49:50,2021-12-21 22:49:50,"0,588s",PASSED
"value_text = getAttribute(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Pe_editTelefon""), ""value"")",Firefox 95.0,,,2021-12-21 22:49:50,2021-12-21 22:49:51,"0,422s",PASSED
"verifyEqual(""123456789"", value_text)",Firefox 95.0,,,2021-12-21 22:49:51,2021-12-21 22:49:51,"0,001s",PASSED
closeBrowser(),Firefox 95.0,,,2021-12-21 22:49:51,2021-12-21 22:49:52,"1,359s",PASSED
,,,,,,,
Test Cases/komunikator testy edycja profilu/PE19,Firefox 95.0,,,2021-12-21 22:49:52,2021-12-21 22:50:05,"13,551s",PASSED
"openBrowser("""")",Firefox 95.0,,,2021-12-21 22:49:52,2021-12-21 22:49:58,"5,153s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Firefox 95.0,,,2021-12-21 22:49:58,2021-12-21 22:49:59,"1,898s",PASSED
"setText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinaho"")",Firefox 95.0,,,2021-12-21 22:49:59,2021-12-21 22:50:00,"0,797s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Firefox 95.0,,,2021-12-21 22:50:00,2021-12-21 22:50:01,"0,467s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Firefox 95.0,,,2021-12-21 22:50:01,2021-12-21 22:50:01,"0,645s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_profile""))",Firefox 95.0,,,2021-12-21 22:50:01,2021-12-21 22:50:02,"0,777s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Pe_editTelefon""), ""+48 123456789"")",Firefox 95.0,,,2021-12-21 22:50:02,2021-12-21 22:50:03,"0,741s",PASSED
"click(findTestObject(""Object Repository/Page_PSTO webMessenger - Zalogowano/input_Wybierz nowy avatar_editBttn""))",Firefox 95.0,,,2021-12-21 22:50:03,2021-12-21 22:50:04,"0,681s",PASSED
"value_text = getAttribute(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Pe_editTelefon""), ""value"")",Firefox 95.0,,,2021-12-21 22:50:04,2021-12-21 22:50:04,"0,406s",PASSED
"verifyEqual(""+48 123456789"", value_text)",Firefox 95.0,,,2021-12-21 22:50:04,2021-12-21 22:50:04,"0,000s",PASSED
closeBrowser(),Firefox 95.0,,,2021-12-21 22:50:04,2021-12-21 22:50:05,"1,499s",PASSED
,,,,,,,
Test Cases/komunikator testy edycja profilu/PE2,Firefox 95.0,,,2021-12-21 22:50:05,2021-12-21 22:50:22,"16,185s",FAILED
"openBrowser("""")",Firefox 95.0,,,2021-12-21 22:50:06,2021-12-21 22:50:11,"5,090s",PASSED
"navigateToUrl(""http://kmg.hcm.pl/testowanie/index.html"")",Firefox 95.0,,,2021-12-21 22:50:11,2021-12-21 22:50:13,"1,685s",PASSED
"setText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_userLogin""), ""ewelinah"")",Firefox 95.0,,,2021-12-21 22:50:13,2021-12-21 22:50:14,"0,858s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_passwordLogin""), ""aeHFOx8jV/A="")",Firefox 95.0,,,2021-12-21 22:50:14,2021-12-21 22:50:14,"0,376s",PASSED
"click(findTestObject(""Page_PSTO webMessenger/input_Zarejestruj konto_login""))",Firefox 95.0,,,2021-12-21 22:50:14,2021-12-21 22:50:15,"0,666s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/img_Zarejestruj konto_profile""))",Firefox 95.0,,,2021-12-21 22:50:15,2021-12-21 22:50:15,"0,799s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_oldPass""), ""aeHFOx8jV/A="")",Firefox 95.0,,,2021-12-21 22:50:15,2021-12-21 22:50:16,"0,548s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPass""), ""tzH6RvlfSTg="")",Firefox 95.0,,,2021-12-21 22:50:16,2021-12-21 22:50:17,"0,482s",PASSED
"setEncryptedText(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_editPassRepeat""), ""tzH6RvlfSTg="")",Firefox 95.0,,,2021-12-21 22:50:17,2021-12-21 22:50:17,"0,440s",PASSED
"click(findTestObject(""Page_PSTO webMessenger - Zalogowano/input_Zmien haslo_changePassword""))",Firefox 95.0,,,2021-12-21 22:50:17,2021-12-21 22:50:18,"0,604s",PASSED
"zmienna1 = getText(findTestObject(""Page_PSTO webMessenger - Zalogowano/p_Haslo zostalo zmienione""), STOP_ON_FAILURE)",Firefox 95.0,,,2021-12-21 22:50:18,2021-12-21 22:50:18,"0,520s",PASSED
